login_count,logoff_count,usb_connect_count,usb_disconnect_count,email_count,file_activity_count,unique_pc_count,after_hours_login,weekend_activity,attachment_count,max_login_drift,weeks_with_anomalous_login,max_usb_drift,weeks_with_anomalous_usb
692,346,0.0,0.0,2957,0.0,1,0.0,0.0,618.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,330,0.0,1,0.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,6029,0.0,1,352.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
1013,372,141.0,140.0,4974,230.0,1,389.0,5.0,502.0,1.7548186383914242,0,2.6024046080089747,3.0
692,346,0.0,0.0,2987,0.0,1,336.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,4711,0.0,1,346.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
1254,450,0.0,0.0,3956,0.0,1,546.0,275.0,398.0,1.7216326859153144,0,0.0,0.0
82,32,29.0,28.0,270,47.0,2,25.0,0.0,103.0,1.1293678311839808,0,1.0609108892332175,0.0
692,346,0.0,0.0,3009,0.0,1,153.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
1022,371,0.0,0.0,3003,0.0,3,157.0,0.0,1205.0,1.8876488643170284,0,0.0,0.0
692,346,0.0,0.0,3638,0.0,1,162.0,0.0,409.0,1.3199178488951635,0,0.0,0.0
1186,440,407.0,402.0,370,1321.0,15,436.0,331.0,109.0,3.7526068006333184,3,2.5984807043582947,2.0
1149,440,0.0,0.0,3017,0.0,3,0.0,0.0,857.0,1.6575338364410588,0,0.0,0.0
692,346,0.0,0.0,330,0.0,1,0.0,0.0,73.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,3018,0.0,1,346.0,0.0,594.0,1.3199178488951635,0,0.0,0.0
963,346,0.0,0.0,2981,0.0,1,161.0,0.0,1222.0,1.5464188622479145,0,0.0,0.0
422,211,0.0,0.0,207,0.0,1,211.0,0.0,49.0,0.3165104909423472,0,0.0,0.0
692,346,0.0,0.0,1016,0.0,1,0.0,0.0,386.0,1.3199178488951635,0,0.0,0.0
724,362,0.0,0.0,994,0.0,3,0.0,0.0,304.0,1.5926305750365068,0,0.0,0.0
692,346,0.0,0.0,4670,0.0,1,346.0,0.0,946.0,1.3199178488951635,0,0.0,0.0
530,265,0.0,0.0,2298,0.0,1,0.0,0.0,484.0,3.952154434074376,3,0.0,0.0
692,346,0.0,0.0,329,0.0,1,0.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,3631,0.0,1,163.0,0.0,1475.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,2990,0.0,1,211.0,0.0,304.0,1.3199178488951635,0,0.0,0.0
966,346,0.0,0.0,2992,0.0,1,158.0,0.0,625.0,1.4969110422591885,0,0.0,0.0
967,346,0.0,0.0,330,0.0,1,0.0,0.0,130.0,1.5511575978619745,0,0.0,0.0
692,346,0.0,0.0,4660,0.0,1,346.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
961,346,0.0,0.0,1011,0.0,1,0.0,0.0,304.0,1.5543667704491029,0,0.0,0.0
956,346,0.0,0.0,331,0.0,1,346.0,0.0,138.0,1.5904120890950966,0,0.0,0.0
1427,524,210.0,209.0,7519,522.0,4,507.0,391.0,2298.0,1.6609744321554047,0,2.7550465166159634,2.0
692,346,0.0,0.0,3019,0.0,1,346.0,0.0,922.0,1.3199178488951635,0,0.0,0.0
1245,479,394.0,390.0,5103,1273.0,2,355.0,84.0,2009.0,2.134687808042649,1,2.1609882503893405,1.0
750,375,2998.0,2986.0,337,7701.0,30,385.0,0.0,40.0,1.743553170166477,0,1.462985910485655,0.0
692,346,0.0,0.0,1003,0.0,1,0.0,0.0,108.0,1.3199178488951635,0,0.0,0.0
930,465,0.0,0.0,5386,0.0,3,528.0,14.0,556.0,1.9066149520090123,0,0.0,0.0
776,388,140.0,139.0,986,2919.0,42,395.0,0.0,290.0,1.8226330692170027,0,3.893323643931978,2.0
692,346,0.0,0.0,340,0.0,1,346.0,0.0,74.0,1.3199178488951635,0,0.0,0.0
3146,1437,1130.0,1128.0,3696,2900.0,628,2070.0,4.0,1116.0,2.010878206049836,1,2.310977277473121,1.0
957,346,0.0,0.0,5016,0.0,1,161.0,0.0,1517.0,1.584807204276388,0,0.0,0.0
692,346,0.0,0.0,1001,0.0,1,346.0,0.0,100.0,1.3199178488951635,0,0.0,0.0
1011,368,368.0,361.0,5032,349.0,2,354.0,0.0,1517.0,1.7061534393843767,0,2.9279741843650435,2.0
692,346,0.0,0.0,3035,0.0,1,346.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
996,498,154.0,151.0,3487,499.0,3,324.0,139.0,1047.0,2.713140548867182,1,2.423651090892997,1.0
938,361,0.0,0.0,2439,0.0,3,134.0,0.0,997.0,2.9659397244347163,6,0.0,0.0
692,346,0.0,0.0,1021,0.0,1,346.0,0.0,108.0,1.3199178488951635,0,0.0,0.0
1110,418,0.0,0.0,329,0.0,3,0.0,0.0,132.0,1.77428556253506,0,0.0,0.0
800,400,0.0,0.0,338,0.0,1,270.0,3.0,0.0,1.7966905682556955,0,0.0,0.0
1378,516,922.0,918.0,1302,2458.0,2,0.0,305.0,385.0,1.8672854540448325,0,2.117059954723041,1.0
692,346,0.0,0.0,5019,0.0,1,0.0,0.0,1524.0,1.3199178488951635,0,0.0,0.0
1096,406,394.0,386.0,5123,268.0,22,181.0,4.0,1528.0,1.7807351386593575,0,3.0071572670825657,2.0
692,346,0.0,0.0,4963,0.0,1,346.0,0.0,518.0,1.3199178488951635,0,0.0,0.0
926,463,0.0,0.0,2973,0.0,3,0.0,0.0,1183.0,2.1520373499792087,1,0.0,0.0
692,346,0.0,0.0,333,0.0,1,169.0,0.0,74.0,1.3199178488951635,0,0.0,0.0
1056,392,116.0,116.0,2984,418.0,1,254.0,14.0,303.0,1.8817389280158356,0,2.5458749505740466,1.0
692,346,0.0,0.0,4727,0.0,1,0.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,3038,0.0,1,346.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
884,442,2919.0,2902.0,1082,7841.0,1,132.0,68.0,348.0,1.991125665733664,0,2.080955123361361,1.0
966,351,2977.0,2963.0,338,8072.0,6,0.0,0.0,103.0,1.5002551410948703,0,1.48841304237009,0.0
692,346,0.0,0.0,4973,0.0,1,148.0,0.0,516.0,1.3199178488951635,0,0.0,0.0
2716,1358,0.0,0.0,3612,0.0,620,1605.0,0.0,708.0,1.9244493074092963,0,0.0,0.0
1109,413,0.0,0.0,3016,0.0,2,0.0,0.0,1242.0,1.7896614720680548,0,0.0,0.0
692,346,0.0,0.0,2981,0.0,1,346.0,0.0,605.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,3034,0.0,1,156.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
1005,367,2981.0,2974.0,3039,7692.0,1,388.0,6.0,331.0,1.9678675974682729,0,1.5336462291281554,0.0
692,346,0.0,0.0,1013,0.0,1,0.0,0.0,209.0,1.3199178488951635,0,0.0,0.0
252,126,0.0,0.0,1786,0.0,1,126.0,0.0,700.0,0.3314967720658986,0,0.0,0.0
744,372,713.0,707.0,1010,1903.0,2,0.0,0.0,396.0,1.778258688087076,0,1.8924881927032453,0.0
955,346,0.0,0.0,3008,0.0,1,166.0,0.0,1208.0,1.616463753472202,0,0.0,0.0
962,346,0.0,0.0,333,0.0,1,346.0,0.0,134.0,1.576732543645539,0,0.0,0.0
112,56,393.0,389.0,142,57.0,8,0.0,32.0,44.0,0.8366600265340756,0,0.6776133127732988,0.0
1552,603,898.0,894.0,4389,712.0,3,0.0,346.0,1302.0,2.2236269180208863,1,2.003855142032259,1.0
1015,373,2973.0,2959.0,3044,590.0,4,375.0,0.0,922.0,1.6039394482309468,0,1.4256260885199403,0.0
220,110,128.0,128.0,1497,1845.0,1,57.0,34.0,423.0,1.0748978581267177,0,1.748921639006157,0.0
692,346,0.0,0.0,3044,0.0,1,161.0,0.0,299.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,3015,0.0,1,346.0,0.0,621.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,3043,0.0,1,166.0,0.0,602.0,1.3199178488951635,0,0.0,0.0
728,364,0.0,0.0,335,0.0,2,163.0,0.0,132.0,1.8365772167311327,0,0.0,0.0
692,346,0.0,0.0,334,0.0,1,346.0,0.0,71.0,1.3199178488951635,0,0.0,0.0
1132,432,0.0,0.0,3031,0.0,17,363.0,0.0,1207.0,1.674553391464234,0,0.0,0.0
1114,426,380.0,376.0,3003,520.0,21,440.0,0.0,294.0,1.8974221748290785,0,2.733621899770845,2.0
692,346,0.0,0.0,5930,0.0,1,346.0,0.0,1214.0,1.3199178488951635,0,0.0,0.0
932,466,0.0,0.0,8950,0.0,2,360.0,0.0,3593.0,2.383816550456509,1,0.0,0.0
1585,625,879.0,870.0,3768,975.0,3,96.0,320.0,1139.0,2.039716091870412,2,2.18156780670189,1.0
236,118,0.0,0.0,327,0.0,2,0.0,0.0,43.0,2.294279049311059,2,0.0,0.0
692,346,0.0,0.0,3035,0.0,1,346.0,0.0,1205.0,1.3199178488951635,0,0.0,0.0
1335,532,129.0,128.0,3663,627.0,2,505.0,16.0,1118.0,1.8534450313667885,0,3.107941427554773,2.0
692,346,0.0,0.0,6058,0.0,1,143.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
476,238,0.0,0.0,2060,0.0,1,116.0,0.0,0.0,0.3499271061118834,0,0.0,0.0
959,346,128.0,126.0,5372,641.0,1,155.0,0.0,1627.0,1.462207660986376,0,3.448905250119072,2.0
956,346,0.0,0.0,2946,0.0,1,165.0,0.0,1142.0,1.5526311286432464,0,0.0,0.0
1112,424,368.0,365.0,5335,931.0,15,166.0,0.0,1620.0,1.9268313483781696,0,2.2951114138161905,3.0
120,60,0.0,0.0,170,0.0,1,0.0,0.0,17.0,0.0,0,0.0,0.0
692,346,0.0,0.0,3038,0.0,1,346.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
959,346,360.0,357.0,3033,759.0,1,225.0,0.0,907.0,1.5420804157152046,0,2.4221290981811947,3.0
692,346,0.0,0.0,338,0.0,1,346.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
1201,466,381.0,378.0,1003,6290.0,3,19.0,1.0,293.0,1.587014249541182,0,2.553283932417724,1.0
3256,1498,0.0,0.0,3690,0.0,634,1730.0,0.0,770.0,1.9657473176943696,0,0.0,0.0
692,346,0.0,0.0,3019,0.0,1,364.0,0.0,612.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,5029,0.0,1,0.0,0.0,1018.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,3056,0.0,1,357.0,0.0,299.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,1012,0.0,1,346.0,0.0,400.0,1.3199178488951635,0,0.0,0.0
1007,369,0.0,0.0,3049,0.0,2,189.0,0.0,1236.0,2.029708582800515,1,0.0,0.0
997,364,120.0,119.0,334,137.0,2,0.0,0.0,109.0,1.6415102834201216,0,1.962349921818068,0.0
692,346,0.0,0.0,335,0.0,1,155.0,0.0,67.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,5114,0.0,1,346.0,0.0,510.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,5096,0.0,1,346.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,4717,0.0,1,346.0,0.0,968.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,1009,0.0,1,0.0,0.0,194.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,4610,0.0,1,346.0,0.0,890.0,1.3199178488951635,0,0.0,0.0
961,346,0.0,0.0,3001,0.0,1,0.0,0.0,613.0,1.5887725123678869,0,0.0,0.0
874,437,0.0,0.0,338,0.0,2,372.0,0.0,136.0,2.33331442005333,1,0.0,0.0
1096,414,375.0,370.0,1005,778.0,7,84.0,4.0,106.0,1.901656232401385,0,2.109434462394335,3.0
120,60,0.0,0.0,524,0.0,1,60.0,0.0,0.0,0.0,0,0.0,0.0
692,346,0.0,0.0,5046,0.0,1,163.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
956,346,1082.0,1073.0,1020,2333.0,1,346.0,0.0,321.0,1.4759039677779366,0,2.228430580159302,1.0
692,346,0.0,0.0,1012,0.0,1,346.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,4648,0.0,1,0.0,0.0,939.0,1.3199178488951635,0,0.0,0.0
1221,472,368.0,365.0,338,1228.0,3,442.0,0.0,118.0,1.8645891656587608,0,2.531728462900497,1.0
692,346,0.0,0.0,3689,0.0,1,0.0,0.0,383.0,1.3199178488951635,0,0.0,0.0
997,363,725.0,717.0,2991,1552.0,3,354.0,0.0,878.0,1.805990853710042,0,2.0395308196995288,1.0
460,230,0.0,0.0,2004,0.0,2,229.0,0.0,182.0,2.5786464083433907,1,0.0,0.0
692,346,0.0,0.0,5031,0.0,1,0.0,0.0,1009.0,1.3199178488951635,0,0.0,0.0
1100,421,0.0,0.0,3030,0.0,2,106.0,10.0,910.0,1.692788362421611,0,0.0,0.0
692,346,0.0,0.0,337,0.0,1,154.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,337,0.0,1,346.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,3674,0.0,1,346.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,326,0.0,1,0.0,0.0,136.0,1.3199178488951635,0,0.0,0.0
928,464,0.0,0.0,1334,0.0,1,0.0,226.0,125.0,1.549587922160519,0,0.0,0.0
1034,381,0.0,0.0,335,0.0,2,379.0,3.0,104.0,1.958663793953775,0,0.0,0.0
963,346,0.0,0.0,1006,0.0,1,0.0,0.0,411.0,1.560358476971577,0,0.0,0.0
692,346,0.0,0.0,3029,0.0,1,155.0,0.0,655.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,5036,0.0,1,0.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,3045,0.0,1,159.0,0.0,596.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,3015,0.0,1,346.0,0.0,1188.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,337,0.0,1,346.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
848,424,2988.0,2978.0,1000,7246.0,1,148.0,17.0,297.0,1.843717379516556,0,1.406104335670462,0.0
692,346,0.0,0.0,1011,0.0,1,0.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
1196,459,0.0,0.0,4988,0.0,3,378.0,0.0,1993.0,1.8203586415199464,0,0.0,0.0
692,346,0.0,0.0,332,0.0,1,346.0,0.0,36.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,336,0.0,1,0.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
1378,518,0.0,0.0,5723,0.0,46,488.0,220.0,1690.0,1.8190493403710704,0,0.0,0.0
692,346,0.0,0.0,5005,0.0,1,0.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,336,0.0,1,170.0,0.0,73.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,996,0.0,1,0.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,1007,0.0,1,0.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,5950,0.0,1,174.0,0.0,637.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,2994,0.0,1,0.0,0.0,1149.0,1.3199178488951635,0,0.0,0.0
596,298,0.0,0.0,2554,0.0,1,325.0,10.0,736.0,3.876465641698837,2,0.0,0.0
692,346,0.0,0.0,5016,0.0,1,346.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
1006,503,129.0,129.0,5012,337.0,35,388.0,0.0,1510.0,2.6761388101312,1,2.556138183230482,2.0
963,346,137.0,134.0,334,243.0,1,346.0,0.0,107.0,1.4836654867775572,0,2.5739806438127,3.0
692,346,0.0,0.0,5068,0.0,1,162.0,0.0,497.0,1.3199178488951635,0,0.0,0.0
100,50,0.0,0.0,638,0.0,1,27.0,0.0,73.0,0.8432740427115685,0,0.0,0.0
997,370,0.0,0.0,3363,0.0,1,394.0,9.0,358.0,1.939201406522907,0,0.0,0.0
1009,367,0.0,0.0,3037,0.0,3,16.0,4.0,942.0,1.7083850442239144,0,0.0,0.0
692,346,0.0,0.0,335,0.0,1,156.0,0.0,135.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,3715,0.0,1,160.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
1294,493,0.0,0.0,5340,0.0,3,341.0,142.0,1594.0,2.364452373077097,1,0.0,0.0
692,346,0.0,0.0,1017,0.0,1,346.0,0.0,199.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,338,0.0,1,346.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
1208,465,0.0,0.0,3676,0.0,2,0.0,0.0,1136.0,1.7040165500278728,0,0.0,0.0
1010,371,2977.0,2965.0,3640,606.0,4,160.0,0.0,1085.0,2.1935205417347605,1,1.4952581096510509,0.0
1604,608,0.0,0.0,1467,0.0,3,698.0,447.0,451.0,1.742912886252386,0,0.0,0.0
963,350,0.0,0.0,334,0.0,1,354.0,0.0,109.0,1.6757585487818114,0,0.0,0.0
692,346,0.0,0.0,4974,0.0,1,0.0,0.0,1971.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,3023,0.0,1,0.0,0.0,1217.0,1.3199178488951635,0,0.0,0.0
1188,457,0.0,0.0,2985,0.0,2,376.0,0.0,901.0,1.840955712191884,0,0.0,0.0
1122,426,348.0,346.0,4677,765.0,2,0.0,0.0,1382.0,1.896565087336428,0,2.1291634045563,1.0
692,346,0.0,0.0,1000,0.0,1,346.0,0.0,208.0,1.3199178488951635,0,0.0,0.0
210,105,0.0,0.0,301,0.0,1,0.0,0.0,0.0,0.2614903087261504,0,0.0,0.0
692,346,0.0,0.0,2983,0.0,1,0.0,0.0,576.0,1.3199178488951635,0,0.0,0.0
993,364,331.0,330.0,3008,352.0,3,160.0,0.0,907.0,1.881000969513669,0,2.155080987591577,2.0
116,58,0.0,0.0,109,0.0,5,16.0,33.0,36.0,0.9625382961946302,0,0.0,0.0
692,346,2976.0,2956.0,3001,8543.0,1,174.0,0.0,301.0,1.3199178488951635,0,1.474720448794693,0.0
692,346,0.0,0.0,3011,0.0,1,346.0,0.0,599.0,1.3199178488951635,0,0.0,0.0
748,374,0.0,0.0,3034,0.0,29,372.0,0.0,319.0,1.799389479694243,0,0.0,0.0
691,346,0.0,0.0,5068,0.0,1,0.0,0.0,1004.0,1.319892623385258,0,0.0,0.0
692,346,0.0,0.0,6027,0.0,1,346.0,0.0,1252.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,5045,0.0,1,0.0,0.0,1046.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,337,0.0,1,0.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,1004,0.0,1,0.0,0.0,292.0,1.3199178488951635,0,0.0,0.0
1133,431,406.0,401.0,1012,6281.0,3,404.0,0.0,99.0,1.619822679316276,0,2.976903534021222,2.0
2714,1357,0.0,0.0,3725,0.0,614,1968.0,0.0,366.0,1.870228886976376,0,0.0,0.0
692,346,0.0,0.0,3007,0.0,1,163.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
58,29,0.0,0.0,431,0.0,1,12.0,0.0,0.0,0.4082482904638638,0,0.0,0.0
658,329,0.0,0.0,4798,0.0,1,0.0,0.0,949.0,1.5260851565186158,0,0.0,0.0
964,346,0.0,0.0,4986,0.0,1,168.0,0.0,2025.0,1.4317360417944975,0,0.0,0.0
692,346,0.0,0.0,3025,0.0,1,346.0,0.0,633.0,1.3199178488951635,0,0.0,0.0
551,211,496.0,493.0,1418,1580.0,3,79.0,0.0,563.0,1.4849599926965484,0,2.2114825412611854,1.0
692,346,0.0,0.0,3007,0.0,1,351.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,1022,0.0,1,346.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
1209,470,683.0,676.0,4658,1314.0,3,384.0,0.0,1387.0,1.967761588153228,0,2.451679739697093,1.0
1002,361,0.0,0.0,6351,0.0,2,349.0,0.0,1929.0,1.4925339926213077,0,0.0,0.0
692,346,0.0,0.0,3003,0.0,1,186.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,1007,0.0,1,346.0,0.0,308.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,3025,0.0,1,165.0,0.0,605.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,3040,0.0,1,361.0,0.0,327.0,1.3199178488951635,0,0.0,0.0
1367,511,3775.0,3758.0,7573,10673.0,3,477.0,294.0,2260.0,1.6807140253735644,0,1.659093909034434,0.0
949,346,0.0,0.0,2987,0.0,1,165.0,0.0,1202.0,1.6227908708082754,0,0.0,0.0
3038,1383,0.0,0.0,3691,0.0,633,1686.0,0.0,1526.0,1.8149828827605683,0,0.0,0.0
1160,445,689.0,682.0,3008,1499.0,2,492.0,16.0,1175.0,1.7672207563181703,0,2.069790859287568,1.0
982,355,0.0,0.0,5217,0.0,1,164.0,9.0,2072.0,1.8307908291755504,0,0.0,0.0
692,346,0.0,0.0,1008,0.0,1,346.0,0.0,314.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,2986,0.0,1,0.0,0.0,613.0,1.3199178488951635,0,0.0,0.0
914,457,1066.0,1065.0,3017,1403.0,2,174.0,0.0,1201.0,1.8069384998664093,0,2.017045745618468,2.0
254,127,0.0,0.0,946,0.0,1,143.0,4.0,100.0,1.7477207971030355,0,0.0,0.0
884,442,0.0,0.0,3836,0.0,1,212.0,188.0,405.0,1.639422402363053,0,0.0,0.0
692,346,0.0,0.0,4936,0.0,1,170.0,0.0,981.0,1.3199178488951635,0,0.0,0.0
692,346,0.0,0.0,338,0.0,1,0.0,0.0,0.0,1.3199178488951635,0,0.0,0.0
1076,406,0.0,0.0,3311,0.0,4,160.0,0.0,975.0,1.7655991805918778,0,0.0,0.0
